,jngIfrmpRgsno,brno,crno,corpNm,brandNm,jnghdqrtrsRprsvNm,indutyLclasNm,indutyMlsfcNm,jngBizStrtDate,jngIfrmpRgsDt,yr,ifrmpRlsDocRgsDate,ifrmpRlsDocExstYn
1447,20170365,1388172768,1352110032202,오토앤(주),지족스(G'ZOX),최찬욱,서비스,자동차 관련,20170309,1688373145000,2023,,N
1448,20170369,8208600242,1601110423113,(주)엠케이컴퍼니,마스터키,김기홍,서비스,기타 서비스,20160405,1684139139000,2023,,N
1449,20170374,3288701534,1701110738792,(주)케이지컴퍼니,거송갈비찜,박현규,외식,한식,20190101,1693554940000,2023,,N
1450,20170379,1088610320,1101115348499,(주)헤어아티스트엠,헤어아티스트엠,송필영,서비스,이미용,20111010,1678175351000,2023,,N
1451,20170380,8228100205,1101115579474,(주)도시방앗간,가마솥순대국밥,이준수,외식,한식,20170405,1677025262000,2023,,N
1452,20170385,5150904267,,에프씨푸드(FCFOOD),플루800,윤종서,외식,커피,20170101,1683866453000,2023,,N
1453,20170395,5020596782,,하오하오짬뽕전문점,왕양 하오하오,왕양,외식,기타 외식,20170325,1693815797000,2023,,N
1454,20170402,3628800532,1601110438807,(주)엉클컴퍼니,엉클부대찌개,"권도양,원묵",외식,기타 외식,20170525,1692176303000,2023,,N
1455,20170410,2078601389,1101117072848,(주)더블유엔씨,월남국수,노정현,외식,기타 외국식,20170417,1686187831000,2023,,N
1456,20170417,7628700583,1801111082063,(주)비케이세븐코리아,삼겹시대1900,김영아,외식,기타 외식,20170330,1684286838000,2023,,N
1457,20170419,1252277339,,정가네신성아구찜,신성아구찜,윤수현,외식,한식,20170912,1676528206000,2023,,N
1458,20170423,2158766639,1101114833433,(주)티에스에프엔씨,포차썸데이,김형록,외식,주점,20170605,1676975750000,2023,,N
1459,20170426,3888800572,1601110443343,(주)양연에프엔비,양연화로,엄태오,외식,기타 외식,20170220,1685400478000,2023,,N
1460,20170432,4035400333,,디탐헤어,디탐(D.Tam),이규용,서비스,이미용,20190102,1675653158000,2023,,N
1461,20170433,7378800643,1101116234770,(주)함백아이엔씨,통툰,강희정,서비스,기타 서비스,20170411,1688358422000,2023,,N
1462,20170436,6453000339,,대한컴퍼니,대한맥주집,도재준,외식,치킨,20160205,1684459634000,2023,,N
1463,20170439,3148187870,1601110221319,(주)초록뱀이앤엠,후라이드 참 잘하는집,"박장호, 김세연",외식,치킨,20170313,1673399505000,2023,,N
1464,20170442,1058791904,1101115223021,(주)엔에이치에프,브로스비어,이나희,외식,주점,20170807,1681188619000,2023,,N
1465,20170444,7430600225,,두레푸드,인정국물떡볶이,김창선,외식,기타 외식,20160102,1684394933000,2023,,N
1466,20170445,7058802208,1101117879806,(주)와인차차,와인주막차차,나기정,외식,주점,20170424,1687150500000,2023,,N
1467,20170446,5378100291,1357110109704,(주)스토리푸드,스파게티스토리,신현섭,외식,기타 외식,20100501,1690787697000,2023,,N
1468,20170449,1048800557,1801111065449,(주)스콜라몬테소리,스콜라몬테소리,이지수,서비스,기타 교육,20161101,1688963168000,2023,,N
1469,20170451,2528101119,1601110495998,(주)와이비에프,선비꼬마김밥,박영복,외식,분식,20170505,1687247461000,2023,,N
1470,20170453,2628800493,1101116325561,(주)무국식탁,무국식탁편백집,안성민,외식,한식,20170307,1673833920000,2023,,N
1471,20170454,2158713258,1101113867318,(주)오투스페이스,감탄떡볶이,이경수,외식,분식,20170411,1675227310000,2023,,N
1472,20170456,3808700848,1801111117737,(주)담락,담락참치일잔,황영호,외식,기타 외식,20170101,1683798661000,2023,,N
1473,20170464,8968100036,1101115680643,(주)디딤이앤에프,배달삼겹 돼지되지,박승복,외식,한식,20160725,1692257000000,2023,,N
1474,20170466,2644800149,,아이커유통,아이커버거&치킨,조옥실,외식,치킨,20170311,1692915225000,2023,,N
1475,20170478,4206700231,,DONGJUND.home(동준디홈),술낭구,조현배,외식,한식,20170420,1689296349000,2023,,N
1476,20170482,7228101068,1101116813235,(주)더뉴웨이스,랭스터디카페(LANG STUDY CAFE),곽철화,외식,커피,20170825,1677723051000,2023,,N
1477,20170511,7778800559,1101116315413,(주)오마뎅,오마뎅,최주희,외식,분식,20170428,1681885241000,2023,,N
1478,20170519,2988801297,1801111220613,(주)국제에프씨,국제통닭,황일근,외식,치킨,20170301,1687333827000,2023,,N
1479,20170520,7828600713,2201110164954,㈜메이크어베러(Makeabetter),에이바우트커피,부성훈,외식,커피,20170615,1684314456000,2023,,N
1480,20170524,3038700706,1201110889115,(주)다함컴퍼니,북경짜장,정현진,외식,중식,20170301,1691131796000,2023,,N
1481,20170525,7458700346,1412110081532,(주)봉화산푸드,봉화산 설렁탕 전문점,권순갑,외식,한식,20170419,1682039624000,2023,,N
1482,20170537,1138666807,1101115029792,(주)에이치엔에스,HM FUTSAL PARK,최종환,서비스,스포츠 관련,20160321,1676422800000,2023,,N
1483,20170542,5058184348,1244110158388,오름푸드(주),왕돈까스&왕냉면,최종범,외식,기타 외식,20170306,1687856706000,2023,,N
1484,20170547,7068700109,1311110415305,(주)메가쓰리팝,엑스오엑스오 푸드카페,"서희원, 황광기",외식,기타 외식,20170616,1680484765000,2023,,N
1485,20170549,5348700557,1701110615867,(주)오칠구,맛있는 오칠구,김영석,외식,기타 외식,20141112,1680564831000,2023,,N
1486,20170559,7128700083,1358110271535,(주)혜성푸드빌,행컵,박성희,외식,기타 외식,20160617,1681290175000,2023,,N
1487,20170560,7438700068,1701110563339,(주)마스터아이디,이춘봉치킨,성용경,외식,치킨,20161222,1692692679000,2023,,N
1488,20170565,2418100629,2802110161138,(주)우품,우거지품은순대국,이종열,외식,한식,20170110,1686221629000,2023,,N
1489,20170576,1298180041,1311110130896,(주)명인에프엔비,오렌지 오 커피,성창호,외식,기타 외식,20170611,1685593400000,2023,,N
1490,20170579,5408800544,2802110161427,(주)우주에프앤디,우주라이크(WOULDULIKE),이우성,외식,커피,20170403,1692941838000,2023,,N
1491,20170585,3551800389,,화성옥,화성옥,고상옥,외식,한식,20170322,1676369658000,2023,,N
1492,20170590,8968100318,1101115859149,(주)비에프푸드,닭발먹은새우,주광섭,외식,한식,20160714,1683768732000,2023,,N
1493,20170593,3018618300,1501110162234,(주)하늘정원,팔팔문어 전복탕,진호영,외식,기타 외식,,1682636784000,2023,,N
1494,20170594,6105200107,,엔네일춘천지점,엔네일,박지영,서비스,이미용,20170425,1684974494000,2023,,N
1495,20170595,5768700527,1101116220852,(주)플레이코딩아카데미,플레이코딩아카데미(PCA),심중원,서비스,기타 교육,20180406,1693176301000,2023,,N
1496,20170599,8508800311,1311110459452,(주)정금에프앤씨,양평서울해장국큰아들집,신준승,외식,한식,20170815,1687391983000,2023,,N
1497,20170623,3558800553,1648110099403,목연식당(주),목연식당,남궁연,외식,한식,20170728,1692260885000,2023,,N
1498,20170626,6278801404,1244110242371,(주)더진코리아,진1926,윤태경,외식,기타 외식,20170601,1684891640000,2023,,N
1499,20170630,6768600102,1101115727396,(주)맘스터치앤컴퍼니,붐바타,김동전,외식,기타 외식,20160921,1693546737000,2023,,N
1500,20170635,4518100639,2843110019258,(주)금강산,마마트,이석이,도소매,편의점,20161110,1678666512000,2023,,N
1501,20170650,6868601020,1101116800266,(주)유니어스에프엔씨,엔젤스 코인노래연습장,박철우,서비스,기타 서비스,20170121,1687855380000,2023,,N
1502,20170659,8968100036,1101115680643,(주)디딤이앤에프,황금식당,박승복,외식,한식,20170701,1692259804000,2023,,N
1503,20170664,1052242893,,옐로우피자,옐로우피자(YELLOW PIZZA),이재성,외식,피자,20140310,1672638937000,2023,,N
1504,20170670,1821500228,,홈메이드푸드,설담재,이준희,외식,한식,20151001,1675674000000,2023,,N
1505,20170671,7228102048,1101117716107,(주)베델에프앤비(BethelF&B),쿠카쿠,김춘화,외식,커피,20190301,1684226111000,2023,,N
1506,20170685,1728600217,2001110434674,에코푸드(주),심민속촌,김광산,외식,기타 외식,20150918,1686875183000,2023,,N
1507,20170698,5021379702,,NC에프앤비(F&B),겟201(GET201),허원찬,외식,서양식,20160910,1682293134000,2023,,N
1508,20170703,1278190373,2801110066603,(주)채선당,행복가마솥밥&알솥밥,김익수,외식,한식,20170601,1686554720000,2023,,N
1509,20170711,2111928653,,서가김푸드FC,착한쭝식,"서인환, 김훈형",외식,중식,20171023,1690259715000,2023,,N
1510,20170725,5283100098,,레이지모닝,레이지모닝,"배현진, 홍사광",외식,제과제빵,20170702,1691744744000,2023,,N
1511,20170726,4238800045,1101115508564,회풍식품(주),라화쿵부,천향란,외식,중식,20170101,1674793035000,2023,,N
1512,20170730,5518100507,1101116184206,(주)브라보이노베이션,동방불패,이광호,외식,중식,20170601,1689311324000,2023,,N
1513,20170731,1068709178,1101115484095,(주)성하식품,더바스켓,주연로,외식,기타 외식,20131001,1689580733000,2023,,N
1514,20170734,4098654973,1101117526465,(주)에스에이치푸드랩,쟁반집8292,이승현,외식,한식,20170710,1688115000000,2023,,N
1515,20170752,8338800956,1801111128966,(주)프렌치아이,눈사랑안경,박현경,서비스,안경,20170517,1687142480000,2023,,N
1516,20170754,1293698518,,분더슈필,분더바움,"김석현, 강미경",서비스,기타 교육,20110530,1685522842000,2023,,N
1517,20170755,2208110004,1101111165516,(주)갑원에프에스,정동뚝배기,문명환,외식,분식,20161201,1689238062000,2023,,N
1518,20170756,2208110004,1101111165516,(주)갑원에프에스,면앤면추억의가락국수,문명환,외식,분식,20160319,1689238084000,2023,,N
1519,20170765,2118895217,1101115081510,(주)제이엠케이,비엔나커피하우스,하용운,외식,커피,20170508,1681360216000,2023,,N
1520,20170772,6618100594,1101116193778,(주)바세츠코리아,바세츠 아이스크림(BASSETTS ICE CREAM),윤미아,외식,아이스크림/빙수 ,20170530,1679643540000,2023,,N
1521,20170774,2118787253,1101113513317,(주)참에프앤디,싸다김밥,이재국,외식,분식,20180813,1678092622000,2023,,N
1522,20170792,2248600819,2842110082132,(주)솔푸드,가마깨비,조혜숙,외식,한식,20170220,1683583780000,2023,,N
1523,20170802,8968701551,1357110146839,(주)아이메이드,올나노,박시현,서비스,기타 서비스,20160501,1672642473000,2023,,N
1524,20170808,5178800582,1717110132462,(주)디에스에프앤비,헝그리박스,김태훈,외식,기타 외식,20150826,1689296347000,2023,,N
1525,20170810,8642700323,,조은맘산후도우미,조은맘,윤예지,서비스,인력 파견,20170302,1678322613000,2023,,N
1526,20170811,8168100059,1345110255594,또봉이에프앤에스(주),또봉이핫독&도넛,유희성,외식,제과제빵,20170729,1689748712000,2023,,N
1527,20170813,6028700786,1911110075941,(주)해랑,해초과메기,강동환,외식,기타 외식,20170921,1680682403000,2023,,N
1528,20170815,3140340746,,김영화부대찌개,김영화부대찌개,유제관,외식,한식,20190119,1691987900000,2023,,N
1529,20170818,1858801308,2341110108279,(주)그집푸드,고집센그집갈비탕,이재영,외식,한식,20160919,1681948532000,2023,,N
1530,20170826,7878600552,1341110455035,(주)마마쿡,마마쿡(MAMA COOK),신종일,외식,한식,20170530,1677224932000,2023,,N
1531,20170829,4618800770,1801111095173,(주)케이디엔푸드,닭꾸버 숯불양념치킨,김정출,외식,치킨,20170701,1681453928000,2023,,N
1532,20170832,5148601083,1101117155412,(주)이랜드이츠,테루,황성윤,외식,일식,20180201,1693189936000,2023,,N
1533,20170835,2208877760,1101115367126,(주)네모비앤에프,네모오징어,박철훈,외식,한식,20140918,1683500760000,2023,,N
1534,20170845,1148709830,1101115144516,(주)테이스티컴퍼니,매란방,김형우,외식,중식,20160912,1686715650000,2023,,N
1535,20170851,4088615088,1314110366825,(주)온누리펫,온누리동물병원,이점재,서비스,기타 서비스,20160517,1690265323000,2023,,N
1536,20170860,3141767626,,따봉시래기,따봉시래기,차정학,외식,한식,20170717,1692915075000,2023,,N
1537,20170872,1341256718,,나루에프엔비,나루에프엔비톰스(나루F&B톰스),백승옥,외식,피자,20170820,1683591172000,2023,,N
1538,20170873,6528701209,1501110261557,(주)더나은에프앤디,더나은마을회관,진주은,외식,한식,20140411,1687421196000,2023,,N
1539,20170875,6238700876,1101116504793,(주)별동부대,분짜라붐,이상윤,외식,기타 외국식,20170811,1683617698000,2023,,N
1540,20170879,5878700769,1101116411518,(주)올댓메이커,작당,이태호,서비스,스포츠 관련,20180305,1688626318000,2023,,N
1541,20170886,1868100792,1801111092062,(주)명진푸드,날마다대박나는집,유명진,외식,한식,20170519,1682401812000,2023,,N
1542,20170899,7758100516,1101116184008,(주)짱,짱오락실,임형수,서비스,기타 서비스,20161110,1686791526000,2023,,N
1543,20170900,5018800592,1355110310214,(주)웅자네푸드,웅이네 오돌뼈,이덕복,외식,기타 외식,20111220,1687384681000,2023,,N
1544,20170903,4153600157,,카츠젠,카츠젠,임상식,외식,기타 외식,20160618,1675125628000,2023,,N
1545,20170915,2608600703,1101116334950,(주)하마에프씨,화로상회,"김창길,김남용",외식,기타 외식,20170303,1693266339000,2023,,N
1546,20170919,1128801523,1801111261203,(주)리프패럿,리프패럿(LIP Parrot),김승수,서비스,반려동물 관련,20170305,1685925756000,2023,,N
1547,20170920,5658100563,1101116236627,(주)강남에프앤비,화덕고깃간,전희성,외식,기타 외식,20170711,1684123800000,2023,,N
1548,20170922,1908100447,1701110618481,(주)진담,풍국면,"한주희, 현상국",외식,기타 외식,20170623,1685954471000,2023,,N
1549,20170923,2388600313,1501110217021,(주)제이엘컬렉션,제이블랑,이진화,도소매,의류 / 패션,20170801,1683017789000,2023,,N
1550,20170925,8178102481,1701110843369,(주)브라더에프앤에이치,브라더한정식도시락,"김상철,김명재",외식,한식,20161213,1691014636000,2023,,N
1551,20170927,2865200165,,조리고,조리고,김종훈,외식,한식,20170227,1691044182000,2023,,N
1552,20170928,8748802367,1201111196759,(주)봄이에프앤씨,봄이보리밥,이종준,외식,한식,20180901,1690849431000,2023,,N
1553,20170936,4538600834,1101116397031,(주)항방,항방양육관,LI DONGHCANG(이동창),외식,중식,20170525,1688364609000,2023,,N
1554,20170942,3180112345,,도안스텔라요가&필라테스,스텔라요가 & 필라테스,조민정,서비스,기타 교육,20170807,1692915242000,2023,,N
1555,20170950,1618800579,1101116215853,(주)포앤디코리아,하루비어,한성수,외식,주점,20161001,1692942074000,2023,,N
1556,20170957,6742700109,,푸드스토리,생고기대학교,김성혜,외식,한식,20170203,1690845464000,2023,,N
1557,20170958,1188800712,1101116418241,㈜키무카츠아시아,키무카츠,김태우,외식,일식,20170629,1684123560000,2023,,N
1558,20170960,3560700601,,신존F&B힘찬푸드정,신존떡볶이,전상구,외식,분식,20170101,1687854078000,2023,,N
1559,20170964,6218165094,1801110538835,(주)갤러리안경,갤러리안경,김기곤,서비스,안경,20131206,1689653256000,2023,,N
1560,20170987,4618602342,1358110433367,(주)몰디브태닝컴퍼니,몰디브태닝,최빈,서비스,이미용,20170101,1677733433000,2023,,N
1561,20170998,2418701353,1313110214240,(주)유로코푸드,유로코피자(EUROKO PIZZA),정명진,외식,피자,20170701,1681980284000,2023,,N
1562,20171002,1208819887,1101115540251,(주)이룸,이룸골프,전민식,서비스,스포츠 관련,20170615,1674697024000,2023,,N
1563,20171014,8628700637,1201110857873,(주)송화컴퍼니,송화삼계탕&amp;닭갈비,한창민,외식,한식,20170705,1691041992000,2023,,N
1564,20171015,1201229473,,디티푸드,고기바보,이종성,외식,한식,20170519,1673399085000,2023,,N
1565,20171037,4108707666,2001110418983,(주)위니아에이드,위니아24크린샵,백성식,서비스,세탁,20170905,1684744700000,2023,,N
1566,20171051,2198600684,1101116288511,(주)오늘연구소,"오늘,와인한잔",유재용,외식,주점,20170420,1690790280000,2023,,N
1567,20171056,1128122058,1101110667167,(주)놀부,놀부반상,오진원,외식,한식,20171221,1693466683000,2023,,N
1568,20171057,1128122058,1101110667167,(주)놀부,만면희색,오진원,외식,한식,,1693466664000,2023,,N
1569,20171058,3138801072,1342110205561,(주)더씨앤디,창화당,최승국,외식,기타 외식,20181116,1688334588000,2023,,N
1570,20171070,4918601970,2849110222099,(주)남기남,남기남 부대찌개,서광봉,외식,한식,20170522,1681446038000,2023,,N
1571,20171075,6698801126,1101116846137,(주)팔공티,팔공티,김종현,외식,음료 (커피 외),20170501,1691052405000,2023,,N
1572,20171076,1208608519,1101112024050,(주)파리미키코리아,파리글라스,"타테노히로아키, 김승현",서비스,안경,20190729,1686203843000,2023,,N
1573,20171083,6568101854,2201110213496,(주)비바리즈,맥적단,고혜지,외식,한식,,1689924612000,2023,,N
1574,20171087,2068701568,1101115542786,(주)가츠몽,가츠몽,고명환,외식,일식,20141020,1679994000000,2023,,N
1575,20171088,1138688422,1101115476092,㈜아이센스에프앤비,아이센스PC방,윤석범,서비스,PC방,20170428,1687409820000,2023,,N
1576,20171091,1148717612,1101115418284,(주)원더브라더스(WonderBrothers),원더볼즈 플레이파크,이규철,서비스,유아 관련 (교육 외),20150624,1675674000000,2023,,N
1577,20171092,8698101784,1101117391628,(주)쿠킹가이즈,육회이야기,김지희,외식,주점,20171212,1682297810000,2023,,N
1578,20171098,7528101453,1101117310628,(주)홍대푸드,홍대쌀국수,하윤국,외식,기타 외국식,20170810,1690867915000,2023,,N
1579,20171099,5058184969,2802110162847,(주)진고집,진고집동해동태탕&냉면,진근화,외식,한식,20170112,1675397860000,2023,,N
1580,20171100,8608600556,1349110075928,어판왕어업회사법인㈜,어사출또,김규정,외식,기타 외식,20160423,1693353850000,2023,,N
1581,20171108,1208603023,1101111929417,(주)푸드머스,푸드머스(Health &amp; Care),"천영훈, 박광순",도소매,기타도소매,20170825,1687314426000,2023,,N
1582,20171110,4618801634,2001110586798,(주)유달리코리아,유달리,"강철주, 백승구",외식,기타 외식,20150411,1683865593000,2023,,N
1583,20171111,7410401054,,돌삼닭하남점,돌삼닭,유은정,외식,기타 외식,20140327,1677110461000,2023,,N
1584,20171123,6558700999,1412110094642,(주)인피플컴퍼니,부리또인,허대영,외식,기타 외국식,20160221,1691014598000,2023,,N
1585,20171126,8418100394,1345110288363,(주)하늘푸드시스템,마늘은약이다 보쌈&족발,김태훈,외식,한식,20160303,1688695958000,2023,,N
1586,20171127,1288187264,1116110070343,(주)오리엔탈푸드코리아,분짜라임,박규성,외식,기타 외국식,20171201,1690853205000,2023,,N
1587,20171128,1138701039,1601110423775,(주)아주푸드,닭강정 맛 가격 5반하다,정형연,외식,치킨,20171106,1683709032000,2023,,N
1588,20171132,3241900500,,더케이웰니스,시원하오,김경아,서비스,이미용,20161130,1691646960000,2023,,N
1589,20171137,4698101094,1101116709947,(주)중독컴퍼니,카페인중독,김성우,외식,커피,20170716,1685602603000,2023,,N
1590,20171142,6758800817,1801111118008,(주)하와이팩토리,하와이새우트럭,김영애,외식,기타 외국식,20160906,1682059859000,2023,,N
1591,20171150,5148601083,1101117155412,(주)이랜드이츠,페르케노,황성윤,외식,아이스크림/빙수 ,20151030,1673395908000,2023,,N
1592,20171161,2638101593,1101117469392,(주)플랜트파트너스,플랜트,"김정우, 김영식",서비스,임대,20171103,1680051954000,2023,,N
1593,20171163,2778800307,1101115973056,(주)프롬하츠,프롬하츠(FROM HEARTS),남재현,외식,커피,20160301,1687915828000,2023,,N
1594,20171166,5808600835,1357110122243,(주)한군컴퍼니,봉구의간식,한수흠,도소매,기타도소매,20171125,1683191052000,2023,,N
1595,20171168,4278600591,1701110624892,(주)다다컴퍼니,커피왕,안민영,외식,커피,20161209,1685577818000,2023,,N
1596,20171173,1292991540,,오백제작소,오백국수,정윤진,외식,분식,20151001,1672642400000,2023,,N
1597,20171180,5348800762,1101116452760,(주)망원동티라미수,망원동티라미수,송홍신,외식,제과제빵,20170930,1688461084000,2023,,N
1598,20171184,4068700835,2802110174248,(주)본가에프앤비,육회본가,임정묵,외식,한식,20170428,1674114292000,2023,,N
1599,20171185,8728701647,2001110570189,(주)참편한칭구,전주24시참편한39콩나물국밥,김정우,외식,한식,20170801,1686125039000,2023,,N
1600,20171191,1262399013,,위더스FC,깜꼬치킨,이광희,외식,치킨,20150915,1681448695000,2023,,N
1601,20171195,5828800761,1101116468791,(주)아르떼에프앤씨,블랙몬스터PC(BLACK MONSTER PC),"박정수, 이윤섭",서비스,PC방,20170825,1691053200000,2023,,N
1602,20171207,6438102032,1701110830184,(주)비오씨,본가통닭1981,박우창,외식,치킨,20160912,1686124997000,2023,,N
1603,20171211,4988100434,1101116055192,(주)대진에프앤비,노가리슈퍼,엄준협,외식,주점,20151215,1686892398000,2023,,N
1604,20171221,1308691204,1211110266859,(주)채움푸드,꽉찬쌀통닭,임채용,외식,치킨,20171110,1673493635000,2023,,N
1605,20171222,1052071507,,보승FC,보승회관,정찬희,외식,한식,20170831,1681351020000,2023,,N
1606,20171226,2148882860,1101114669549,(주)빅토리어스,최고당 돈가스,손우빈,외식,기타 외식,20170729,1684288166000,2023,,N
1607,20171229,6878100636,1101116331956,(주)와이에프앤씨글로벌,여우감자탕,윤여동,외식,한식,20180504,1674001677000,2023,,N
1608,20171230,1493000281,,일품향,일품향,최동우,외식,중식,,1685076713000,2023,,N
1609,20171233,5748700652,2850110348131,(주)남도에프앤씨,남도술상,김민길,외식,기타 외식,20170302,1693902662000,2023,,N
1610,20171235,7221300677,,똥집의달인,똥집의 달인,김현,외식,치킨,20110418,1684974355000,2023,,N
1611,20171236,1018693941,1101115552652,(주)엔씨코리아푸드,뎁짜이,김좌윤,외식,기타 외국식,,1692591780000,2023,,N
1612,20171245,2312600109,,라온에프앤씨,등갈비애꼬치다,나익균,외식,기타 외식,20171031,1675838404000,2023,,N
1613,20171250,7558801733,1201111109075,(주)태명에프앤티,이천밥쌤,양명덕,외식,한식,,1684829220000,2023,,N
1614,20171254,1088601535,1101114882373,(주)명륜당,명륜진사갈비,도선애,외식,한식,20170701,1686728838000,2023,,N
1615,20171258,6768600679,1712110098812,(주)아지야,아지양,김주한,외식,기타 외식,20170816,1687824130000,2023,,N
1616,20171261,4688601460,1345110387719,(주)유민에프앤씨,남문떡볶이,유영민,외식,분식,20161114,1685938433000,2023,,N
1617,20171264,3142068800,,황금빗자루,황금빗자루,김청호,서비스,기타 서비스,20170305,1683865600000,2023,,N
1618,20171266,8098100764,1446110020604,(주)버블엔젤,버블엔젤(Bubble Angel),조지현,외식,커피,,1687335806000,2023,,N
1619,20171267,5818100740,1101116437697,(주)하나에프씨,비츠비츠,김상철,외식,서양식,20180101,1682381287000,2023,,N
1620,20171270,1148717325,1101115402055,(주)라이즈에듀케이션코리아,라이즈어학원,Garrett Power(개렛파워),서비스,교육 (외국어),20180305,1676934285000,2023,,N
1621,20171271,8958100464,1341110446365,(주)반반한행복,"고기,원칙",이기원,외식,한식,20170424,1687308810000,2023,,N
1622,20171278,2091969141,,수기획,수코미치,민대홍,외식,일식,20170203,1689922024000,2023,,N
1623,20171279,7958100413,1712110090818,농업회사법인㈜담따프레시,진장수 미역,김진욱,외식,한식,20200802,1685925109000,2023,,N
1624,20171282,1058801087,1101140143682,푸드리퍼블릭코리아(유),미쿡식당,전유빈,외식,서양식,20171108,1681706011000,2023,,N
1625,20171283,4098141982,2059710000387,영농조합법인학사농장,학사농장,강용,도소매,기타도소매,20140407,1686125109000,2023,,N
1626,20171288,1778100861,1101116682268,그레이프컴퍼니(주),명랑한찜닭,김준민,외식,치킨,20170420,1692850197000,2023,,N
1627,20171293,7138100968,1101116444056,(주)더준푸드원,마카나이,이승우,외식,일식,20170720,1678172460000,2023,,N
1628,20171294,5028195297,1701110351247,(주)코앤코,딩딩딩,진경훈,서비스,기타 교육,20171116,1683865822000,2023,,N
1629,20171298,4578602116,1801111360162,(주)외식전문기업제이케이,꾸브라꼬숯불두마리치킨,"김태훈, 전민호",외식,치킨,20160820,1687506742000,2023,,N
1630,20171304,3308602164,1701110788060,(주)지앤씨신칼,현풍닭칼국수,손기찬,외식,한식,20141021,1692176739000,2023,,N
1631,20171307,4248800811,2001110504849,에이피씨(주),아필코(APILCO),공지애,외식,커피,20170908,1685400434000,2023,,N
1632,20171308,3148665129,1760110107620,(주)교동F&B,교동면옥,이원철,외식,한식,20171230,1692692560000,2023,,N
1633,20171312,4098700571,1101116173514,㈜디저트플러스,차뜨라므,최성민,외식,커피,20180829,1686715961000,2023,,N
1634,20171313,3638800103,1601140012796,유한회사스위밍키즈,스위밍 키즈,반수경,서비스,유아 관련 (교육 외),20170601,1687421225000,2023,,N
1635,20171314,1042799286,,먹스타브라더스,명동닭튀김,김상훈,외식,치킨,20171210,1692692543000,2023,,N
1636,20171319,3698701705,1701110758279,(주)선일에프앤비,테트리스찜닭,김선일,외식,치킨,20161120,1686125043000,2023,,N
1637,20171331,5668800435,2001110470016,(주)어나더해피,어나더키친,김유번,외식,서양식,20171101,1691014652000,2023,,N
1638,20171336,2208873478,1101115336965,웰니스인텔리전스(주),마더앤베이비,서동필,서비스,기타 서비스,20140801,1692591780000,2023,,N
1639,20171337,5328800752,1101116527076,더블유피티티(주),위드피아노,김성식,서비스,기타 교육,20180211,1686298310000,2023,,N
1640,20171345,2238601945,1341110565115,(주)엠에스에프앤비,팔덕식당,김태유,외식,한식,20170921,1687831909000,2023,,N
1641,20171346,5328802411,1101118295788,(주)밀탑1985,밀탑(MEALTOP),공정아,외식,아이스크림/빙수 ,20100824,1683155100000,2023,,N
1642,20171351,3978700905,2341110096375,(주)백경푸드시스템,삼훈국민생아구찜,박정훈,외식,한식,20150924,1681689979000,2023,,N
1643,20171354,4608100555,1201110846404,(주)드링코코리아,링코(RINKO),박영준,외식,주점,20170501,1690259075000,2023,,N
1644,20171356,6538101457,1701110712001,(주)아이비그룹,아이비키즈스포츠,김광식,서비스,기타 교육,20130708,1685610935000,2023,,N
1645,20171357,3828102122,1211110390319,(주)불여시팸,정아니의불타는여고24시떡볶이,김정환,외식,분식,20180104,1685067957000,2023,,N
1646,20171366,1318630893,1201110579063,(주)본토푸드,따숩,정도채,외식,서양식,20170903,1683160634000,2023,,N
1647,20171370,2458100733,2802110167920,(주)필아트에듀,필아트미술,이혜진,서비스,교육 (교과),20171218,1682586207000,2023,,N
1648,20171372,5588600648,1101116397784,(주)설맥,설맥(SEOL MAC),한수민,외식,주점,20170627,1684729462000,2023,,N
1649,20171375,7348700647,1313110189310,(주)잭팟,조선닭볶음탕,전민준,외식,한식,20160629,1688345531000,2023,,N
1650,20171380,5968700797,1101116418564,위니드교육(주),위니드수학학원,김현경,서비스,교육 (교과),20170601,1684124529000,2023,,N
1651,20171381,3658801831,1748110108799,(주)교동에프씨,더포(THE PHO),장영숙,외식,기타 외국식,20170919,1688543790000,2023,,N
1652,20171388,1233832244,,카스페이스,카스페이스(CAR SPACE),이원존 외 1명,서비스,자동차 관련,20160801,1675674000000,2023,,N
1653,20171391,5298101488,1348110520123,㈜케이씨인터내셔널,아재불닭발,이광천,외식,한식,20170101,1687384807000,2023,,N
1654,20171398,1874000448,,잉디에듀케이션,잉디사고력영어,김민정,서비스,교육 (외국어),20170716,1679551836000,2023,,N
1655,20171403,3158700432,1101116213196,(주)문래돼지불백,문래돼지불백,서민원,외식,한식,20161124,1688085825000,2023,,N
1656,20171405,1118600148,1211110293026,(주)엔디홀딩스,필스너하우스(PILSNER HOUSE),구용회,외식,주점,20150810,1682929858000,2023,,N
1657,20171408,3718801156,1501110257126,(주)두투미에프앤비,두툼이생고기,유승호,도소매,기타도소매,20180301,1684314556000,2023,,N
1658,20171409,6178198674,1801110805185,(주)엠지에이치,바우네 나주곰탕,송준욱,외식,한식,20171018,1687411303000,2023,,N
1659,20171411,6908700406,2001110470941,(주)아이세이버,아이세이버(EYESAVER),심재후,서비스,안경,20160725,1683536596000,2023,,N
1660,20171421,8968100036,1101115680643,(주)디딤이앤에프,연안식당,박승복,외식,한식,20171217,1692255915000,2023,,N
1661,20171422,8968100036,1101115680643,(주)디딤이앤에프,연안해물칼국수,박승복,외식,한식,20171201,1692259610000,2023,,N
