,yr,corpNm,brno,crno,indvdlCorpSeCd,corpRgDate,telno,fxno,bzmnRgsDate,rprsvNm,ozip,lctnAddr,lctnDaddr,brandCnt,affltsCnt,jngInstNm
1445,2023,핑크컴퍼니,2181004912,,10,,01023506517,0000000000,20210916,"유병진,이준수",28604,충청북도 청주시 흥덕구 장구봉로 141,1층(복대동),1.0,0.0,조정원
1446,2023,서울미트볼,2181602987,,10,,023374391,,20150407,두현수,04003,서울특별시 마포구 월드컵로14길 56,지층,1.0,0.0,서울시
1447,2023,피자(PIZZA)1991,2185700487,,10,,16761554,000000000,20210316,권태양,41569,대구광역시 북구 경대로7길 8,1층,1.0,0.0,조정원
1448,2023,원앤원(주),2188122069,1101111499684,11,19980105,0234082000,024971133,19980302,박천희,31076,충청남도 천안시 서북구 번영로 725,(업성동167),4.0,0.0,조정원
1449,2023,(주)본앤쿡코리아,2188600094,1101115762839,11,20150624,0218009254,0269598787,20150701,장영일,05520,서울특별시 송파구 올림픽로 575,2층,2.0,0.0,서울시
1450,2023,(주)프로그로스,2188601977,1201111135062,11,20210311,0319111201,,20210311,"정윤필, 최종은",07333,서울특별시 영등포구 국제금융로 78,홍우빌딩 7층 705a,3.0,0.0,서울시
1451,2023,(주)제이케이파트너스그룹,2188602087,1101118033592,11,20210924,15440219,05070833445,20210930,김지건,06158,서울특별시 강남구 테헤란로79길 6,"1,3,4,5층 브이418",4.0,0.0,서울시
1452,2023,(주)맥스필드,2188602369,1348110688971,10,,0317148892,,20210208,이문주,18469,경기도 화성시 동탄기흥로 560,"806, 디10호",1.0,0.0,경기도
1453,2023,(주)고마워토토,2188602466,2201110244441,11,20220831,0647457676,0234436633,20220831,김현주,63057,제주특별자치도 제주시 애월읍 고성북길 112,.,1.0,0.0,조정원
1454,2023,케이지비(주),2198106418,1101110877550,11,19920707,0317993156,024542245,19920720,"박해돈, 유미숙",12814,경기도 광주시 도척면 도척로330번길 57,KGB빌딩,2.0,1.0,경기도
1455,2023,(주)한국토이즈,2198124721,1101111463340,11,19970918,0317188347,0317188349,19970918,홍성환,12773,경기도 광주시 오포읍 능평로 132-6,.,1.0,0.0,경기도
1456,2023,(주)오늘연구소,2198600684,1101116288511,11,20170112,0263266660,07047387798,20170201,유재용,04790,서울특별시 성동구 상원12길 34,"15층1501,1502,1503호(성수동1가,서울숲에이원센터)",3.0,1.0,서울시
1457,2023,(주)베이바이허슬기,2198601664,1101117287851,11,20191112,15779257,,20191118,허슬기,04059,서울특별시 마포구 서강로9길 55,4층(창전동),2.0,0.0,서울시
1458,2023,빅사이트,2200488724,,10,,025779670,05052889670,20030520,장경원,06531,서울특별시 서초구 강남대로 557,성한빌딩 지하1층,1.0,0.0,서울시
1459,2023,센텀F&C,2200788517,,10,,0517285188,00000000000,20120814,권혁찬,46010,부산광역시 기장군 정관읍 정관2로 24,215-804,1.0,0.0,부산시
1460,2023,라비떼,2200801201,,10,,07042218116,,20110909,유은정,13477,경기도 성남시 분당구 운중로 233번길,"17-4(판교동, 1층)",1.0,0.0,경기도
1461,2023,큰길로행정사,2206900300,,10,,,07047589695,20210106,윤민성,14348,경기도 광명시 일직로 72,"제씨동 905호(일직동, 광명무역센터)",1.0,0.0,경기도
1462,2023,청오디피케이(주),2208103371,1101110652118,11,19890929,0269543082,0269543077,19891028,"오광현,김영훈",06223,서울특별시 강남구 역삼로25길 35,청오디피케이(주),1.0,1.0,서울시
1463,2023,(주)갑원에프에스,2208110004,1101111165516,11,19950610,16440445,0313940445,20170310,문명환,15845,경기도 군포시 농심로 2,"1012호(당정동,삼보스카이비즈)",2.0,1.0,경기도
1464,2023,아모제푸드(주),2208115014,1101111170987,11,19950626,0221857700,025391850,19960501,신희호,06109,서울특별시 강남구 언주로 603,서진빌딩,1.0,0.0,서울시
1465,2023,홈플러스(주),2208160348,1101111684037,11,19990420,0234598000,0234590804,19990501,이제훈,07567,서울특별시 강서구 화곡로 398,(등촌동),1.0,0.0,서울시
1466,2023,(주)드림오피스,2208163286,1101111700510,11,19990520,0234435008,0234435009,19990701,"김학상, 김소희",06097,서울특별시 강남구 선릉로 616,"삼성동35-5(삼성동, 드림타운)",1.0,0.0,서울시
1467,2023,(주)아로마글로바,2208199275,1101112093568,11,20001019,0215445885,0234472544,20001019,임미숙,27465,충청북도 충주시 대소원면 기업도시2로 27,(주)아로마글로바,1.0,0.0,조정원
1468,2023,(주)디자인포비,2208199805,1101112099128,11,20001027,025171474,023825790,20001027,이대성,03308,서울특별시 은평구 연서로48길 12,513-101(상가),1.0,0.0,서울시
1469,2023,(주)재원푸드,2208604977,1101112161034,11,20010201,025870955,025870956,20010205,오현준,06716,서울특별시 서초구 반포대로 22,"10층(서초동, 서초평화빌딩)",1.0,0.0,서울시
1470,2023,(주)이연에프엔씨,2208729669,1101113454082,11,20060509,025559081,025559082,20060509,정보연,06096,서울특별시 강남구 봉은사로 457,"10층, 11층(삼성동, 에스엔씨타워)",2.0,0.0,서울시
1471,2023,(주)미래엔에듀케어,2208746770,1101113662552,11,20070418,0269335361,0269335365,20070418,강윤구,06532,서울특별시 서초구 신반포로 311,2층 201호,2.0,0.0,서울시
1472,2023,(주)솔인,2208762178,1101113620675,11,20070213,0215669902,028379902,20080215,최우혁,08510,서울특별시 금천구 벚꽃로 298,"1911호(가산동, 대륭포스트타워6차)",1.0,0.0,서울시
1473,2023,에이제이토탈(주),2208762445,1101113851965,11,20080303,16445727,0262400210,20080303,김홍석,05836,서울특별시 송파구 정의로8길 9,"10층(문정동, AJ빌딩)",2.0,0.0,서울시
1474,2023,(주)산모피아,2208762843,1101113854109,11,20080305,028413671,028413674,20080305,서정환,05626,서울특별시 송파구 백제고분로41길 7-23,5층,1.0,0.0,서울시
1475,2023,(주)BNI코리아,2208768060,1101113892232,11,20080507,0262618838,000000000,20080506,윤형석,04778,서울특별시 성동구 뚝섬로1길 25,3층 301호(성수동1가),1.0,0.0,서울시
1476,2023,칠공공비어(주),2208768115,1101113917478,11,20080618,15775326,0515130769,20080623,이동혁,47210,부산광역시 부산진구 동평로405번길 78,2층,2.0,0.0,부산시
1477,2023,(주)아리스타,2208810681,1101114505397,11,20110103,025018075,025018095,20110110,박혁천,06194,서울특별시 강남구 테헤란로70길 13,501호(대치동),1.0,0.0,서울시
1478,2023,(주)카페데베르,2208810997,1101114510841,11,20110110,0262501526,0262501539,20110101,김소연,06224,서울특별시 강남구 역삼로 225,(역삼동),1.0,0.0,서울시
1479,2023,알에스케이에듀테크(유),2208818475,1101140100939,11,20110523,15887718,07079663486,20110523,"양진, 스티븐에이치조",02781,서울특별시 성북구 화랑로 304,2층(석관동),1.0,0.0,서울시
1480,2023,(주)영일유통,2208823833,1101114674267,11,20110824,0809776969,0549760554,20110905,이영순,06252,서울특별시 강남구 역삼로4길 16,6층 610호(역삼동),1.0,0.0,서울시
1481,2023,(주)모스버거코리아,2208826499,1101114711770,11,20111020,07042060473,03033447,20111021,방왕근,04534,서울특별시 중구 명동9길 37,(을지로2가),1.0,0.0,서울시
1482,2023,(주)홍탕,2208830765,1101114761824,11,20111228,15778088,0318435168,20120106,양승훈,11796,경기도 의정부시 송산로 1171-9,1층(용현동),1.0,0.0,경기도
1483,2023,한국타이어앤테크놀로지(주),2208843431,1101114952093,11,20120903,03151787000,03151789262,20120905,이수일,13494,경기도 성남시 분당구 판교로 286,(삼평동),1.0,0.0,경기도
1484,2023,(주)라뷰티컴퍼니,2208847228,1101114988353,11,20121025,01048776619,000000000000,20121031,노현민,04534,서울특별시 중구 을지로 50,"17층 1716호(을지로2가, 을지 한국빌딩)",1.0,0.0,서울시
1485,2023,(주)이에이치컴퍼니,2208849435,1101115015395,11,20121204,0216882623,0519986123,20130101,정강우,48058,부산광역시 해운대구 센텀중앙로 97,"A동 1507호 (재송동, 센텀스카이비즈)",1.0,0.0,부산시
1486,2023,(주)프라빈,2208851775,1101115053048,11,20130124,015442831,05044431861,20130124,김지애,16977,경기도 용인시 기흥구 강남로 9,"503-346호(구갈동, 태평양프라자)",1.0,0.0,경기도
1487,2023,(주)청춘,2208852866,1101115068625,11,20130215,024635585,0234825759,20130215,김경호,06185,서울특별시 강남구 삼성로86길 12,3층,1.0,0.0,서울시
1488,2023,(주)리맥스코리아,2208857333,1101115088988,11,20130313,025580220,025580285,20130420,신희성,06132,서울특별시 강남구 논현로 503,"제15층(역삼동, 송촌빌딩)",1.0,0.0,서울시
1489,2023,웰니스인텔리전스(주),2208873478,1101115336965,11,20140211,025573579,025573576,20140214,서동필,06178,서울특별시 강남구 테헤란로82길 14,7층,1.0,0.0,서울시
1490,2023,(주)뉴딘콘텐츠,2208875253,1101115359206,11,20140307,18004333,07048950011,20140401,홍진표,06072,서울특별시 강남구 영동대로 735,"19층(청담동, 골프존타워)",1.0,2.0,서울시
1491,2023,(주)네모비앤에프,2208877760,1101115367126,11,20140318,025715258,025735258,20140416,박철훈,06302,서울특별시 강남구 논현로 136,"3층(도곡동, 오션스퀘어빌딩)",1.0,0.0,서울시
1492,2023,(주)폭스아트이노베이션,2208878982,1101115401966,11,20140424,025785781,,20140508,안우정,06065,서울특별시 강남구 학동로55길 17,4층(청담동),1.0,0.0,서울시
1493,2023,위니비니코리아(주),2208880057,1101115419852,11,20140520,025875040,025875064,20140601,이왕행,06261,서울특별시 강남구 도곡로 182,9층,1.0,0.0,서울시
1494,2023,(주)위드윈푸드시스템,2208881416,1101115435296,11,20140611,025589614,,20140701,위한별,06018,서울특별시 강남구 선릉로157길 14-7,5층(신사동),1.0,0.0,서울시
1495,2023,(주)라라벨로,2208899861,1101117960431,11,20210716,0220886752,,20210803,윤노을,08591,서울특별시 금천구 가산디지털1로 30,6층 607호,2.0,0.0,서울시
1496,2023,정연푸드,2210527732,,10,,0332641009,0332640903,20110601,박용훈,24399,강원도 춘천시 동내면 순환대로 997,.,1.0,0.0,조정원
1497,2023,양구재래식손두부,2210672442,,10,,0334824475,,20040320,박영춘,24518,강원도 양구군 양구읍 학안로 6,-,1.0,0.0,조정원
1498,2023,토가돈,2211289041,,10,,85194722,,20130901,양명애 외 1명,24441,강원도 춘천시 공원4길 19-1,토가돈,1.0,0.0,조정원
1499,2023,송가육회아산본점,2211561914,,10,,01087392855,,20211230,이기범,31576,충청남도 아산시 용화로48번길 8-1,온천동,1.0,0.0,조정원
1500,2023,헤베샵(HebeShop)동대문점,2211596693,,10,,07042443777,025757377,20210601,강성원,04561,서울특별시 중구 장충단로 225,"1층 (광희동1가, 광성빌딩)",1.0,0.0,서울시
1501,2023,닭촌축산,2214800332,,10,,016009299,0313121414,20190207,손태호,14957,경기도 시흥시 신현로 355-50,(방산동),1.0,0.0,경기도
1502,2023,성호푸드,2216800311,,10,,0314268861,0314268862,20181202,이수정,16039,경기도 의왕시 계원대학로 16,7층 701호,3.0,0.0,경기도
1503,2023,(주)중앙식품,2218110934,1401110009545,11,19961122,0332410090,0332422397,19961201,홍대표,24232,강원도 춘천시 후석로462번길 34,(후평동),1.0,0.0,조정원
1504,2023,(주)보성커머스,2218127809,1401110031431,11,20060712,024125469,024129609,20060718,채규섭,05510,서울특별시 송파구 올림픽로35가길 10,비동 6층 605호 (잠실더샵스타파크),1.0,0.0,서울시
1505,2023,(주)순수,2218138494,1401110045789,11,20110525,15776831,0332579593,20110701,최순헌,24466,강원도 춘천시 남산면 종자리로 17,.,1.0,0.0,조정원
1506,2023,(주)로희,2218146354,1401110055390,11,20140519,04215991303,0000000000,20140520,강덕근,34068,대전광역시 유성구 반석로12번길 7,303호(반석동),1.0,0.0,조정원
1507,2023,(주)청춘에프앤비,2218700573,1101116314168,11,20170210,15669092,,20170210,박진완,06132,서울특별시 강남구 테헤란로 147,"2동 14층 1403호(역삼동, 성지하이츠Ⅱ)",8.0,0.0,서울시
1508,2023,책읽는루브르,2219041123,,10,,0326217555,0323251134,20020708,전석영,14574,경기도 부천시 신흥로 150-1,"상가8동 307호 일부(중동, 위브더스테이트)",1.0,0.0,경기도
1509,2023,징어랑,2220996939,,10,,028175885,,20140618,강종호,11184,경기도 포천시 소흘읍 호국로287번길 17-21,6동 B05호,1.0,0.0,경기도
1510,2023,제이기타교습소,2221114395,NaN,10,,0314625070,05041375433,20230520,최재현,05638,서울특별시 송파구 양재대로71길 4-7,201호,1.0,0.0,서울시
1511,2023,엠샵(M#),2221448130,,10,,46684835,,20180920,김태형,03779,서울특별시 서대문구 연세로2길 19,2층,1.0,0.0,서울시
1512,2023,브리튼에듀,2224000343,,10,,025554253,025554257,20170101,김병철,06131,서울특별시 강남구 논현로95길 14,4층 402호,1.0,0.0,서울시
1513,2023,(주)글로리본,2228600827,1101116378180,11,20170418,0015221965,05043245119,20170418,송태융,15487,경기도 안산시 상록구 송호1길 7,201호 (이동),1.0,1.0,경기도
1514,2023,(주)맛나푸드,2228700843,1349110082890,11,20180320,0324713336,,20180320,윤원옥,21577,인천광역시 남동구 남동대로692번길 14-1,2층(구월동),1.0,0.0,인천시
1515,2023,㈜세종에프앤씨,2228800796,1647110071916,11,20171103,16448895,000000000,20171123,권대근,30018,세종특별자치시 조치원읍 세종로 2512,.,1.0,0.0,조정원
1516,2023,광주신진수산,2230651763,,10,,06200000000,0000000,20180913,김성준,61755,광주광역시 남구 입하2안길 8,1층 102호(송하동),1.0,0.0,조정원
1517,2023,"심's조개전골,칼국수",2230692240,,10,,00015999173,0000000000,20170801,심성하,18453,경기도 화성시 동탄중심상가2길 31,"1층(반송동,성진빌딩)",1.0,0.0,경기도
1518,2023,금손프랜차이즈,2230752075,,10,,15221983,,20201013,석상윤,41515,대구광역시 북구 유통단지로8길 121-14,(산격동),1.0,0.0,조정원
1519,2023,붐(boom)도리탕,2230796525,,10,,39157246,,20230614,문현주,21344,인천광역시 부평구 충선로209번길 41,802-3호,1.0,0.0,인천시
1520,2023,동동꽈배기,2231266364,,10,,00000000,00000000000,20220629,송동석,21534,인천광역시 남동구 구월로 278,1층 일부호,1.0,0.0,인천시
1521,2023,샤맛고,2231501402,,10,,0315735868,0315741214,20200325,최혜옥,12119,경기도 남양주시 퇴계원읍 도제원로 75,1층,1.0,0.0,경기도
1522,2023,엠아이비코리아,2231600680,,10,,0535881672,,20180416,주기홍,42723,대구광역시 달서구 월곡로99길 41,B동 4층,2.0,0.0,조정원
1523,2023,쏘투더핫,2236200386,,10,,020000000,00000000,20190715,이민우,03093,서울특별시 종로구 지봉로17길 36,지하층,1.0,0.0,서울시
1524,2023,(주)엠에스에프앤비,2238601945,1341110565115,11,20201029,0313827054,05040547054,20201106,김태유,16481,경기도 수원시 팔달구 경수대로519번길 12-10,102호,1.0,0.0,경기도
1525,2023,(주)내추럴플로우,2238601950,1101117686368,11,20201117,18333023,,20201117,김인환,05395,서울특별시 강동구 풍성로 152,2층 201호,1.0,0.0,서울시
1526,2023,(주)공간에프앤비,2238602736,1101118407870,11,20220829,0236637693,00000000000,20220901,"권진우,윤상필",05838,서울특별시 송파구 충민로 66,"테크노관9층 9125호(문정동, 가든파이브라이프)",0.0,0.0,서울시
1527,2023,푸얼담식품,2241625078,,10,,16616679,05052347582,20120926,김민균,26444,강원도 원주시 도말리길 14,1층(개운동),1.0,0.0,조정원
1528,2023,민병선부대찌개앤닭볶음탕본점,2241759575,,10,,0337327337,000000000,20141203,민병선,26393,강원도 원주시 봉바위길 2-4,"1층(무실동, 1층 101호)",1.0,0.0,조정원
1529,2023,마린보이유통,2241951693,,10,,00016664228,0322154006,20170601,최기석,13024,경기도 하남시 검단남로 16,(하산곡동),2.0,0.0,경기도
1530,2023,동경산보,2243800569,,10,,01092627979,,20190709,나환수,41942,대구광역시 중구 동성로2길 8,1층,1.0,0.0,조정원
1531,2023,유아뷰티풀,2244900167,NaN,10,,000016683729,000000000000,20161001,배윤신,05823,서울특별시 송파구 동남로 189,26동 4층 406호,1.0,0.0,서울시
1532,2023,딜라이트푸드,2246200415,,10,,07040487933,0000000000,20220401,"최성용, 최두원",14047,경기도 안양시 동안구 평촌대로 239,"1810호(비산동, 신안메트로칸)",1.0,0.0,경기도
1533,2023,(주)한국치매예방협회,2248162969,1412110070072,11,20140401,0337341040,0337641040,20140520,김재훈,26491,강원도 원주시 단구로 413,"201,202,302,303호(단구동, 현진에버빌5차아파트상가)",1.0,0.0,조정원
1534,2023,(주)콜라겐랩,2248600575,1342110181539,11,20161006,15995892,0317815892,20161101,박근준,13574,경기도 성남시 분당구 새마을로233번길 5,(율동),1.0,0.0,경기도
1535,2023,(주)솔푸드,2248600819,2842110082132,11,20170516,0016665201,0315753115,20170615,조혜숙,12017,경기도 남양주시 진접읍 팔야로 109-14,주식회사 솔푸드,1.0,0.0,경기도
1536,2023,(주)레드버튼,2248600895,1341110475900,11,20170823,0314243799,0314243791,20170829,김동혁,13930,경기도 안양시 동안구 동편로13번길 65,"302호, 303호(관양동, 넥스트아이빌딩)",1.0,0.0,경기도
1537,2023,유한회사조선에프앤씨,2248802617,2101140166203,11,20230119,16447265,,20230119,장승훈,54966,전라북도 전주시 완산구 홍산남로 29-25,1층(효자동2가),1.0,0.0,조정원
1538,2023,입안에행복,2250276160,,10,,64382924,05051158781,20091118,황승순,26402,강원도 원주시 판부면 용수골길 169,입안에행복,1.0,0.0,조정원
1539,2023,라포코퍼레이션,2251009991,,10,,99086545,,20220429,이정혁,28564,충청북도 청주시 흥덕구 봉명로228번길 40,(봉명동),1.0,0.0,조정원
1540,2023,준삼겹프리미엄돈육본점,2257600297,,10,,01066667359,00000000000,20190415,한승수,42608,대구광역시 달서구 계대동문로3안길 11,1층,1.0,1.0,조정원
1541,2023,(주)네오푸드,2258129361,1201111235755,11,20220520,0314996470,0314985516,20220525,김영길,11160,경기도 포천시 삼육사로 2026-1,1층(설운동),1.0,2.0,경기도
1542,2023,(주)아이조아,2258801149,1314110413030,11,20180530,0313648050,0314108902,20180601,엄재호,15462,경기도 안산시 단원구 광덕동로 99,403호,1.0,0.0,경기도
1543,2023,강릉수제어묵고로케,2261214910,,10,,0336469799,,20141111,윤경남,25543,강원도 강릉시 금성로13번길 8,1층,1.0,0.0,조정원
1544,2023,찜한푸드,2261995213,,10,,0000000,00000000000,20201217,오준영,34427,대전광역시 대덕구 홍도로 131,1층,1.0,0.0,조정원
1545,2023,낙원의소바,2262026861,,10,,028823010,00000000,20180620,김영광,08788,서울특별시 관악구 관악로 164,"1층 103호(봉천동, 대우디오슈페이움1단지)",1.0,0.0,서울시
1546,2023,감정선프로젝트,2262051512,NaN,10,,01054570600,000000000000,20200401,이선홍,04343,서울특별시 용산구 회나무로 7,지하1층,1.0,0.0,서울시
1547,2023,고집상남본점,2262720677,,10,,18771826,,20190222,이용호,51503,경상남도 창원시 성산구 마디미동로 54,"101호, 104호, 105호",1.0,0.0,조정원
1548,2023,세친구곱창F&C,2264400794,,10,,0264653790,000000000,20220314,김재호,12939,경기도 하남시 미사강변중앙로31번길 30,"410호(풍산동,미사동일넥서스)",1.0,0.0,경기도
1549,2023,(주)삼교리,2268137374,1411110030523,11,20070801,0336518830,,20080101,"최환성,최재순",25622,강원도 강릉시 구정면 범일로 368,1층 1호,1.0,0.0,조정원
1550,2023,(주)원진푸드,2268151153,1411110046455,11,20141014,15999285,0336421660,20141029,홍종만,25473,강원도 강릉시 수리골길 109,(교동),1.0,0.0,조정원
1551,2023,(주)이만구,2268151264,1411110046702,11,20141119,0336472700,0336556996,20141124,라영갑,25503,강원도 강릉시 강릉대로 199,교동,1.0,0.0,조정원
1552,2023,에프엔에이치(주),2268154112,1101117782760,11,20210210,00042875949,,20210321,유혜정,06535,서울특별시 서초구 사평대로55길 134,"1층(반포동, 수정빌딩)",1.0,0.0,서울시
1553,2023,(주)마켓브이,2268154349,1801111391894,11,20210916,01098442620,,20211001,손정현,46288,부산광역시 금정구 금강로 271-5,"7,8층 7106호(장전동, 해산빌딩)",1.0,0.0,부산시
1554,2023,아맛나앤연차돈본점,2271205622,,10,,00016617592,00000000000,20180119,차정윤,42696,대구광역시 달서구 달구벌대로260길 26,1층(이곡동),1.0,0.0,조정원
1555,2023,크리스아트케이크,2271664314,,10,,01055595582,,20191201,RAIKOVA KRISTINA,48118,부산광역시 해운대구 마린시티3로 23,342호 일부호,1.0,0.0,부산시
1556,2023,국수기행,2271932996,,10,,05071374,0000000000,20211020,윤보람,31094,충청남도 천안시 서북구 음봉로 909-7,4동 지1층(백석동),1.0,0.0,조정원
1557,2023,탈모왕본점,2274900583,,10,,14303900,,20200130,박평일,06131,서울특별시 강남구 논현로 511,"5층,(역삼동)",1.0,0.0,서울시
1558,2023,(주)가자주류,2278103009,1413110002354,11,19940120,024062220,0220543644,19940401,김상태,31260,충청남도 천안시 동남구 동면 화복로 35,1층,1.0,0.0,조정원
1559,2023,(주)청초수씨푸드,2278120648,1413110015670,11,20131122,0336366623,0336353966,20131204,김진성,24899,강원도 속초시 농공단지2길 15-47,(대포동),1.0,0.0,조정원
1560,2023,(주)CH컴퍼니,2278702453,2850110499009,11,20220304,18118739,00000000000,20220304,"한상준, 최성근",10240,경기도 고양시 일산서구 일현로 128,제상가동 119호(탄현동),1.0,0.0,경기도
1561,2023,(The)착한,2280963834,,10,,16683780,,20190726,김기선,17819,경기도 평택시 오성면 서동대로 2043,D동 1층,1.0,0.0,경기도
1562,2023,더은(THEEUN)필라테스,2287700158,,10,,01094735540,,20171016,박세은,37836,경상북도 포항시 남구 형산강북로 77-1,4층,1.0,0.0,조정원
1563,2023,(주)여리한다이어트외1,2288104336,1101116625078,11,20180110,0262042991,025461608,20180102,이병철,06023,서울특별시 강남구 압구정로 222,지하1층,1.0,3.0,서울시
1564,2023,(주)돼지코푸드,2288104578,2111110054461,11,20180727,0634651979,0634651979,20180801,장달웅,54159,전라북도 군산시 외항로 215-1,4동(산북동),1.0,0.0,조정원
1565,2023,(주)스마일에프앤비,2288601431,1101117098654,11,20190503,025160422,000000000,20190503,권태균,06062,서울특별시 강남구 도산대로 460,9층(청담동),1.0,0.0,서울시
1566,2023,㈜에이티컴퍼니,2288700138,1101115731892,11,20150522,0220688598,0220687984,20150820,이상문,07246,서울특별시 영등포구 국회대로50길 20,"103동 15층 1507호, 1508호(영등포동7가, 포레나 영등포 센트럴)",4.0,0.0,서울시
1567,2023,(주)승승장구홀딩스,2288801774,1314110482184,11,20210108,18008013,0314118851,20210108,최정임,06181,서울특별시 강남구 테헤란로 534,"20층(대치동, 글라스타워)",1.0,0.0,서울시
1568,2023,㈜광이네,2288801833,2841110252422,11,20210219,07088710701,000000000,20210218,정광,12248,경기도 남양주시 다산중앙로 105-7,301동 107호(다산동),1.0,0.0,경기도
1569,2023,바담칼국수,2290403057,,10,,050713228485,,20220818,박태원,15015,경기도 시흥시 오이도로157번길 1,(정왕동),2.0,0.0,경기도
1570,2023,도도한컴퍼니,2290764619,,10,,06215663692,0626545586,20201117,정은진,61514,광주광역시 동구 남문로 343-1,1층 2호,1.0,0.0,조정원
1571,2023,보미푸드,2290862485,,10,,0518185279,,20220727,김태희,47104,부산광역시 부산진구 새싹로 285,4층(초읍동),1.0,0.0,부산시
1572,2023,더원커피,2291302249,,10,,88723794,,20180607,홍남주,48055,부산광역시 해운대구 해운대로143번길 37,1층 일부호,1.0,0.0,부산시
1573,2023,웃으면복이와요복만세,2292661200,,10,,0537454959,0537914950,20211005,김명곤,42074,대구광역시 수성구 교학로 65,"102동 1702호(만촌동, 만촌삼정그린코아 에듀파크)",1.0,0.0,조정원
1574,2023,(HM)식품,2293700285,,10,,16007407,,20161201,이준영,61071,광주광역시 북구 양산택지로37번길 82,(양산동),5.0,0.0,조정원
1575,2023,요하마라21시흥시청점,2294600841,,10,,,,20220208,"LI YUHUA(이옥화), 이지윤",14999,경기도 시흥시 능곡군자3길 2,102호(군자동),1.0,0.0,경기도
1576,2023,다라다라,2296100223,,10,,13274525,,20181018,유은지,22102,인천광역시 미추홀구 석정로 198,1층,2.0,0.0,인천시
1577,2023,(주)푸드테이너컴퍼니,2298141334,1501110262620,11,20181221,04318995862,0432145586,20190101,권세민,28329,충청북도 청주시 청원구 율봉로151번길 42,(율량동),1.0,0.0,조정원
1578,2023,현차이나,2300103959,,10,,024165500,,20130620,현종규,05641,서울특별시 송파구 백제고분로48길 8,(방이동),1.0,0.0,서울시
1579,2023,꽈빙,2300602315,,10,,0218118846,,20230206,박윤지,01675,서울특별시 노원구 동일로 1493,101호(상계동.10단지종합상가),1.0,0.0,서울시
1580,2023,손수푸드,2302200054,,10,,0622637491,0622637491,20150515,류도선,61127,광주광역시 북구 부남길15번길 13,(문흥동),1.0,0.0,조정원
1581,2023,(주)리얼야구존,2308105060,1101115349075,11,20140225,025407776,07075005996,20140315,이승진,06649,서울특별시 서초구 반포대로 76,"2층(서초동, 사료협회회관빌딩)",1.0,0.0,서울시
1582,2023,본앤본(주),2308105788,1101115392933,11,20140415,0018005688,03151756668,20140415,채언호,12918,경기도 하남시 미사강변서로 25,"9층 12호(풍산동, 미사 테스타타워 지식산업센터)",1.0,0.0,경기도
1583,2023,(주)푸드엠코리아,2308106924,1101115433612,11,20140629,0234459474,0260084785,20140626,"박상임, 김새한",12202,경기도 남양주시 와부읍 수레로 682-1,1층,3.0,0.0,경기도
1584,2023,바른창업(주),2308110471,1101115629196,11,20150129,0218551950,0220420908,20150201,김영태,05408,서울특별시 강동구 양재대로 1303,"7층(성내동, 평원빌딩)",3.0,0.0,서울시
1585,2023,(주)이너라인코퍼레이션,2308112431,1101117497848,11,20200525,66800910,,20200525,송용근,04919,서울특별시 광진구 능동로37길 29,3층(중곡동),1.0,0.0,서울시
1586,2023,(주)성북당,2308113124,1101118155825,11,20220106,0222638412,0222638413,20220110,이영진,02880,서울특별시 성북구 성북로 5-9,5층(MYONE타워),1.0,1.0,서울시
1587,2023,(주)진원푸드,2308601939,1501110286604,11,20200429,00018339291,0432359298,20200513,"장진철, 장원종 ",28581,충청북도 청주시 흥덕구 직지대로436번길 76,"12층 1207호(송정동, 직지스마트타워)",1.0,0.0,조정원
1588,2023,한가정통어죽,2310110545,,10,,0315444930,00000000000,20130730,김원형,11186,경기도 포천시 소흘읍 광릉수목원로 653,  ,1.0,0.0,경기도
1589,2023,디자인이유,2312100929,,10,,07016617736,00000000,20200226,이희동,47858,부산광역시 동래구 석사로 38,(사직동),1.0,0.0,부산시
1590,2023,라온에프앤씨,2312600109,,10,,15668996,0322148378,20151003,나익균,22734,인천광역시 서구 청라에메랄드로149번길 15,101호 (청라동),1.0,0.0,인천시
1591,2023,유황F&S,2313300219,,10,,0310000000,,20160622,황춘미,18434,경기도 화성시 동탄반송3길 50-14,1층(반송동),1.0,0.0,경기도
1592,2023,(주)뉴서진식품,2318101295,2844110073046,11,20130725,0315365540,0315365539,20130725,조미자,11168,경기도 포천시 가산면 메나리길 117-3,.,1.0,0.0,경기도
1593,2023,협동조합인재개발뱅크,2318700342,2743510010824,11,20130319,0232751366,0232729186,20160323,남기형,04318,서울특별시 용산구 백범로51길 3,(효창동),1.0,0.0,서울시
1594,2023,(주)봉가코리아,2318801616,2341110111826,11,20200115,15666228,0559121119,20200122,인예서,50532,경상남도 양산시 서창로 74,101호(명동),1.0,0.0,조정원
1595,2023,오또도넛,2320501464,,10,,0649041516,,20190621,이공주,63545,제주특별자치도 서귀포시 중문상로 87,-,1.0,1.0,조정원
1596,2023,밥심,2320901671,,10,,01051024227,,20210120,정지원,35272,대전광역시 서구 대덕대로 141-18,1층,1.0,0.0,조정원
1597,2023,에스칼디렉션,2321102237,,10,,01065674691,,20220420,길경빈,61449,광주광역시 동구 필문대로273번길 26,(지산동),1.0,0.0,조정원
1598,2023,레전드스타디움,2321302148,,10,,07000000000,,20221012,이충현,31109,충청남도 천안시 서북구 성정공원5로 30,"7층 702호(성정동, 반도메르디앙빌딩)",1.0,0.0,조정원
